Facility Name,Facility Name_Bn,District Name,Division Name,District Id,Division Id,Facility Code,Facility Id,Facilitytype Id,Upazila Id
Mohessharipur Union Centre,মহেশরীপুর ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016019,15582,62,357
Uttar Bedkashi Union Centre,উত্তর বেদকাশী ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016020,15583,62,357
Deluti Union Centre,দেলুতি ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016021,15584,62,358
Godaipur Union Centre,গোদাইপুর ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016022,15585,62,358
Raruli Union Centre,রারুলী ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016024,15587,62,358
Damodor Union Centre,দামোদর ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016012,15575,62,359
Fultala Union Centre,ফুলতলা ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016013,15576,62,359
Jamira Union Centre,জামিরা ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016014,15577,62,359
Naihati Union Centre,নৈহাটি ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016027,15590,62,360
Sreefaltala Union Centre,শ্রীফলতলা ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016028,15591,62,360
Ts Bahirdia Union Centre,টিএস বাহিরদিয়া ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016029,15592,62,360
Chagaldah Union Centre,চাগালদহ ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016031,15594,62,362
Sachiadah Union Centre,সাচিয়াদহ ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016033,15596,62,362
Baliadanga Union Centre,বালিয়াডাঙ্গা ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10015982,15545,62,349
Koilasganj Union Centre,কৈলাসগঞ্জ ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10015991,15554,62,350
Lata Union Centre,লতা ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016023,15586,62,358
Aichgati Union Centre,আইচগতি ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016025,15588,62,360
Ghatvoge Union Centre,ঘাটভোজ ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016026,15589,62,360
Barasat Union Centre,বারাসত ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016030,15593,62,362
Modhupur Union Centre,মধুপুর ইউনিয়ন সেন্টার,Khulna,Khulna,49,5,10016032,15595,62,362
Chandgram Union Centre,চাঁদগ্রাম ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016036,15599,62,363
Chilmari Union Centre,চিলমারী ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016042,15605,62,364
Ambaria Union Centre,আম্বারিয়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016047,15610,62,365
Gopgram Union Centre,গোপগ্রাম ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016049,15612,62,365
Ailchara Union Centre,ঐলছড়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016061,15624,62,367
Barokhada Union Centre,বড়খড়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016063,15626,62,367
Patikabari Union Centre,পতিকাবাড়ি ইউনিয়ন কেন্দ্র,Kushtia,Khulna,50,5,10016065,15628,62,367
Ambaria Union Centre,আম্বারিয়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016069,15632,62,368
Malihad Union Centre,মালিহাদ ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016070,15633,62,368
Bahirchar Union Centre,বাহিরচর ইউনিয়ন কেন্দ্র,Kushtia,Khulna,50,5,10016035,15598,62,363
Dharampur Union Centre,ধরমপুর ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016037,15600,62,363
Juniadaho Union Centre,জুনিয়াডাহো ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016038,15601,62,363
Adabaria Union Centre,আদাবাড়িয়া ইউনিয়ন কেন্দ্র,Kushtia,Khulna,50,5,10016039,15602,62,364
Boalia Union Centre,বোয়ালিয়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016041,15604,62,364
Doulatpur Union Centre,দৌলতপুর ইউনিয়ন কেন্দ্র,Kushtia,Khulna,50,5,10016043,15606,62,364
Hogolbaria Union Centre,হোগলবাড়িয়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016044,15607,62,364
Pragpur Union Centre,প্রাগপুর ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016045,15608,62,364
Pyearpur Union Centre,পাইয়ারপুর ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016046,15609,62,364
Betbaria Union Centre,বেতবাড়িয়া ইউনিয়ন কেন্দ্র,Kushtia,Khulna,50,5,10016048,15611,62,365
Janipur Union Centre,জনিপুর ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016050,15613,62,365
Joyintihazra Union Centre,জয়ন্তিহাজরা ইউনিয়ন কেন্দ্র,Kushtia,Khulna,50,5,10016051,15614,62,365
Khoksa Union Centre,খোকসা ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016052,15615,62,365
Osmanpur Union Centre,ওসমানপুর ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016053,15616,62,365
Shimulia Union Centre,শিমুলিয়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016054,15617,62,365
Shompur Union Centre,শমপুর ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016055,15618,62,365
Chandpur Union Centre,চাঁদপুর ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016056,15619,62,366
Koya Union Centre,কোয়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016058,15621,62,366
Panti Union Centre,পান্তি ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016059,15622,62,366
Abdalpur Union Centre,আবদালপুর ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016060,15623,62,367
Alampur Union Centre,আলমপুর ইউনিয়ন কেন্দ্র,Kushtia,Khulna,50,5,10016062,15625,62,367
Bahalboria Union Centre,বাহালবাড়িয়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016066,15629,62,368
Chhatian Union Centre,ছাতিয়ান ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016072,15635,62,368
Fulbaria Union Centre,ফুলবাড়িয়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016071,15634,62,368
Sadarpur Union Centre,সদরপুর ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016074,15637,62,368
Aria Union Centre,আরিয়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016040,15603,62,364
Charsadipur Union Centre,চরসাদীপুর ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016057,15620,62,366
Jagoti Union Centre,জাগোটি ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016064,15627,62,367
Baruipara Union Centre,বারুইপাড়া ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016068,15631,62,368
Kursha Union Centre,কুর্শা ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016067,15630,62,368
Poradaha Union Centre,পোরাদহ ইউনিয়ন সেন্টার,Kushtia,Khulna,50,5,10016073,15636,62,368
Talbaria Union Centre,তালবাড়িয়া ইউনিয়ন কেন্দ্র,Kushtia,Khulna,50,5,10016075,15638,62,368
Raghabdair Union Centre,রাঘবদাইর ইউনিয়ন কেন্দ্র,Magura,Khulna,51,5,10016108,15671,62,369
Mohammadpur Union Health Center,মোহাম্মদপুর ইউনিয়ন স্বাস্থ্য কেন্দ্র,Magura,Khulna,51,5,10023175,22763,62,370
Atharokhada Union Centre,আথারোখড়া ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016076,15639,62,369
Chawlia Union Centre,চাওলিয়া ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016077,15640,62,369
Gopalgram Union Centre,গোপালগ্রাম ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016078,15641,62,369
Hazrapur Union Centre,হাজরাপুর ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016079,15642,62,369
Kachundi Union Centre,কাচুন্ডি ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016081,15644,62,369
Kuchiamur Union Centre,কুচিয়ামুর ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016082,15645,62,369
Moghi Union Centre,মোঘি ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016083,15646,62,369
Babukhali Union Centre,বাবুখালী ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016086,15649,62,370
Balidia Union Centre,বালিদিয়া ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016087,15650,62,370
Palashbaria Union Centre,পলাশবাড়িয়া ইউনিয়ন কেন্দ্র,Magura,Khulna,51,5,10016085,15648,62,370
Rajapur Union Centre,রাজাপুর ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016094,15657,62,370
Dhaneshwargati Union Centre,ধনেশ্বরগতি ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016098,15661,62,371
Shalikha Union Centre,শালিখা ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016100,15663,62,371
Shatakhali Union Centre,শতখালী ইউনিয়ন কেন্দ্র,Magura,Khulna,51,5,10016101,15664,62,371
Talkhari Union Centre,তালখারি ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016102,15665,62,371
Dariapur Union Centre,দরিয়াপুর ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10019141,18708,62,372
Kadirpara Union Centre,কাদিরপাড়া ইউনিয়ন কেন্দ্র,Magura,Khulna,51,5,10016106,15669,62,372
Nakol Union Centre,নাকোল ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016107,15670,62,372
Sabdalpur Union Centre,সব্দলপুর ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016109,15672,62,372
Sreekol Union Centre,শ্রীকোল ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10019139,18706,62,372
Amalsar Union Centre,অমালসার ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10019119,18686,62,372
Gayeshpur Union Centre,গয়েশপুর ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10019116,18683,62,372
Jogadal Union Centre,জোগাদল ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016080,15643,62,369
Shatrujitpur Union Centre,শত্রুজিৎপুর ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016084,15647,62,369
Gangarampur Union Centre,গঙ্গারামপুর ইউনিয়ন সেন্টার,Magura,Khulna,51,5,10016099,15662,62,371
Kathuli Union Centre,কাথুলি ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016113,15676,62,373
Kazipur Union Centre,কাজীপুর ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016114,15677,62,373
Shaharbati Union Centre,শাহারবতী ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016115,15678,62,373
Mohajanpur Union Centre,মহাজনপুর ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016126,15689,62,374
Dhankhola Union Centre,ধানখোলা ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016111,15674,62,373
Gangni Union Centre,গাংনি ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016112,15675,62,373
Sholotaka Union Centre,শলোতক ইউনিয়ন কেন্দ্র,Meherpur,Khulna,52,5,10016116,15679,62,373
Amdaho Union Centre,আমদাহো ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016120,15683,62,375
Amjhupi Union Centre,আমঝুপি ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016122,15685,62,375
Buripota Union Centre,বুরিপোটা ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016121,15684,62,375
Perojpur Union Centre,পেরোজপুর ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016123,15686,62,375
Dariapur Union Centre,দরিয়াপুর ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016125,15688,62,374
Monakhali Union Centre,মোনাখালী ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016127,15690,62,374
Bagoan Union Centre,বাগোয়ান ইউনিয়ন সেন্টার,Meherpur,Khulna,52,5,10016124,15687,62,374
Benda Union Centre,বেন্ডা ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016131,15694,62,376
Khashial Union Centre,খাশিয়াল ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016135,15698,62,376
Mollikpur Union Centre,মল্লিকপুর ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016146,15709,62,377
Noagram Union Centre,নোয়াগ্রাম ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016147,15710,62,377
Shekhhati Union Centre,শেখাটি ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016158,15721,62,378
Babrahasla Union Centre,বাবরাহস্লা ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016128,15691,62,376
Bawisona Union Centre,বাউইসোনা ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016129,15692,62,376
Boronal Iliasbad Union Centre,বোরোনাল ইলিয়াসবাদ ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016130,15693,62,376
Chanchuri Union Centre,চাঞ্চুরী ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016132,15695,62,376
Hamidpur Union Centre,হামিদপুর ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016133,15696,62,376
Kalabaria Union Centre,কলাবাড়িয়া ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016134,15697,62,376
Mauli Union Centre,মাউলি ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016136,15699,62,376
Pahardanga Union Centre,পাহারডাঙ্গা ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016137,15700,62,376
Peroli Union Centre,পেরোলি ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016138,15701,62,376
Purulia Union Centre,পুরুলিয়া ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016139,15702,62,376
Salamabad Union Centre,সালামাবাদ ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016140,15703,62,376
Dighalia Union Centre,দিঘলিয়া ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016141,15704,62,377
Kashipur Union Centre,কাশীপুর ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016142,15705,62,377
Kotakole Union Centre,কোটাকোলে ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016143,15706,62,377
Laxmipasha Union Centre,লক্ষ্মীপাশা ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016144,15707,62,377
Noldi Union Centre,নলডি ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016148,15711,62,377
Shalnagar Union Centre,শালনগর ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016149,15712,62,377
Aouria Union Centre,আওরিয়া ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016150,15713,62,378
Bashgram Union Centre,বাশগ্রাম ইউনিয়ন কেন্দ্র,Narail,Khulna,53,5,10016151,15714,62,378
Bhadrabila Union Centre,ভদ্রবিলা ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016152,15715,62,378
Chandipur Union Centre,চাঁদিপুর ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016153,15716,62,378
Hobokhali Union Centre,হোবোখালী ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016154,15717,62,378
Maizpara Union Centre,মাইজপাড়া ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016155,15718,62,378
Mulia Union Centre,মুলিয়া ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016156,15719,62,378
Shahabad Union Centre,শাহাবাদ ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016157,15720,62,378
Tularampur Union Centre,তুলরামপুর ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016159,15722,62,378
Lohagara Union Centre,লোহাগাড়া ইউনিয়ন সেন্টার,Narail,Khulna,53,5,10016145,15708,62,377
Shibpur Union Centre,শিবপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016205,15768,62,383
Anulia Union Centre,অনুলিয়া ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016160,15723,62,379
Ashashuni Union Centre,আশাশুনি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016161,15724,62,379
Boradal Union Centre,বোরাদাল ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016162,15725,62,379
Khazra Union Centre,খাজরা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016166,15729,62,379
Kulla Union Centre,কুল্লা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016167,15730,62,379
Partapnagar Union Centre,প্রতাপনগর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016168,15731,62,379
Shovnali Union Centre,শোভনালি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016169,15732,62,379
Sreeula Union Centre,শ্রীউলা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016170,15733,62,379
Noapara Union Centre,নোয়াপাড়া ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016171,15734,62,380
Parulia Union Centre,পারুলিয়া ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016172,15735,62,380
Sakhipur Union Centre,সখীপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016173,15736,62,380
Chandanpur Union Centre,চন্দনপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016181,15744,62,381
Deara Union Centre,দেয়ারা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016182,15745,62,381
Helatola Union Centre,হেলাটোলা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016183,15746,62,381
Jalalabad Union Centre,জালালাবাদ ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016184,15747,62,381
Joynagar Union Centre,জয়নগর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016185,15748,62,381
Jugikhali Union Centre,যুগীখালী ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016186,15749,62,381
Kushadanga Union Centre,কুশডাঙ্গা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016189,15752,62,381
Langaljhara Union Centre,লঙ্গলঝাড়া ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016190,15753,62,381
Murarikati Union Centre,মুড়ারিকাটি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016191,15754,62,381
Sonabaria Union Centre,সোনাবাড়িয়া ইউনিয়ন কেন্দ্র,Satkhira,Khulna,54,5,10016192,15755,62,381
Bishnupur Union Centre,বিষ্ণুপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016175,15738,62,382
Campapul Union Centre,কাম্পাপুল ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016176,15739,62,382
Krishnanagar Union Centre,কৃষ্ণনগর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016177,15740,62,382
Mautola Union Centre,মওটোলা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10020703,20291,62,382
Mothureshpur Union Centre,মথুরেশপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016178,15741,62,382
Ratanpur Union Centre,রতনপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016179,15742,62,382
Alipur Union Centre,আলীপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016194,15757,62,383
Balli Union Centre,বাল্লি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016195,15758,62,383
Bashadah Union Centre,বাশাদাহ ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016196,15759,62,383
Bhomra Union Centre,ভোমরা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016197,15760,62,383
Brahmmarajpur Union Centre,ব্রহ্মরাজপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016199,15762,62,383
Dhulihar Union Centre,ধুলিহার ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016200,15763,62,383
Fingri Union Centre,ফিংরি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016201,15764,62,383
Ghona Union Centre,ঘোনা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016202,15765,62,383
Kushkahli Union Centre,কুশকাহলি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016204,15767,62,383
Atulia Union Centre,আতুলিয়া ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016206,15769,62,384
Bhurulia Union Centre,ভুরুলিয়া ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016207,15770,62,384
Burigoalini Union Centre,বুড়িগোয়ালিনী ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016208,15771,62,384
Gabura Union Centre,গাবুরা ইউনিয়ন কেন্দ্র,Satkhira,Khulna,54,5,10016209,15772,62,384
Ishwaripur Union Centre,ঈশ্বরীপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016210,15773,62,384
Kashimari Union Centre,কাশিমারী ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016211,15774,62,384
Koikhali Union Centre,কৈখালী ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016212,15775,62,384
Munshiganj Union Centre,মুন্সীগঞ্জ ইউনিয়ন কেন্দ্র,Satkhira,Khulna,54,5,10016213,15776,62,384
Noornagar Union Centre,নূরনগর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016214,15777,62,384
Padmapukur Union Centre,পদ্মপুকুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016215,15778,62,384
Ramjannagar Union Centre,রামজাননগর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016216,15779,62,384
Shyamnagar Union Centre,শ্যামনগর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016217,15780,62,384
Dhandia Union Centre,ধানদিয়া ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016218,15781,62,385
Jalalpur Union Centre,জালালপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016219,15782,62,385
Khalilnagar Union Centre,খলিলনগর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016220,15783,62,385
Khalishkhali Union Centre,খালিশখালী ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016221,15784,62,385
Kheshra Union Centre,খেশরা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016222,15785,62,385
Kumira Union Centre,কুমিরা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016223,15786,62,385
Magura Union Centre,মাগুরা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016224,15787,62,385
Moutala Union Centre,মৌতালা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016225,15788,62,385
Nagarghata Union Centre,নাগরঘাটা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016226,15789,62,385
Tala Union Centre,তালা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016227,15790,62,385
Tetulia Union Centre,তেটুলিয়া ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016228,15791,62,385
Agardari Union Centre,আগরদারি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016193,15756,62,383
Budhhata Union Centre,বুধহাটা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016163,15726,62,379
Dargahpur Union Centre,দরগাহপুর ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016164,15727,62,379
Kadakati Union Centre,কাড়াকাটি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016165,15728,62,379
Keralkata Union Centre,কেরালকাটা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016187,15750,62,381
Kuragachhi Union Centre,কুড়াগাছি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016188,15751,62,381
Bharashimla Union Centre,ভরশিমলা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016174,15737,62,382
Tarali Union Centre,তারালি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016180,15743,62,382
Boykari Union Centre,বয়কারি ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016198,15761,62,383
Jhaodanga Union Centre,ঝাওডাঙ্গা ইউনিয়ন সেন্টার,Satkhira,Khulna,54,5,10016203,15766,62,383
Daibagnyahati Union Sub Center,দৈবজ্ঞহাতী ইউনিয়ন উপকেন্দ্র,Bagerhat,Khulna,45,5,10001709,1703,38,328
Jatrapur Union Sub Center,যাত্রাপুর ইউনিয়ন উপকেন্দ্র,Bagerhat,Khulna,45,5,10001690,1684,38,322
Nawapara(piljonga) Union Sub Center,নওয়াপাড়া (পিলজোঙ্গা) ইউনিয়ন উপকেন্দ্র,Bagerhat,Khulna,45,5,10001700,1694,38,324
Goalmath(raipara) Union Sub Center,গোয়ালমঠ (রায়পাড়া) ইউনিয়ন উপকেন্দ্র,Bagerhat,Khulna,45,5,10001703,1697,38,325
Maghia Union Sub Center,মাঘিয়া ইউনিয়ন উপকেন্দ্র,Bagerhat,Khulna,45,5,10001704,1698,38,325
Rampal Union Sub Center,রামপাল ইউনিয়ন উপকেন্দ্র,Bagerhat,Khulna,45,5,10001711,1705,38,329
Bishnupur Union Sub Center,বিষ্ণুপুর ইউনিয়ন উপকেন্দ্র,Bagerhat,Khulna,45,5,10001689,1683,38,322
Tafalbari (southkhali) Union Sub Center,তাফলবাড়ী (দক্ষিণখালী) ইউনিয়ন উপকেন্দ্র,Bagerhat,Khulna,45,5,10001713,1707,38,330
Begumpur Union Sub Center,বেগমপুর ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001720,1714,38,332
Natipota Union Sub Center,নাটিপতা ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001730,1724,38,333
Andulbaria Union Sub Center,আন্দুলবাড়িয়া ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001733,1727,38,334
Alamdanga Union Sub Center,আলমডাঙ্গা ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001714,1708,38,331
Baragangni(gangni) Union Sub Center,বড়গাংনী (গাংনি) ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001715,1709,38,331
Hatboalia(khadimpur) Union Sub Center,হাটবোয়ালিয়া (খাদিমপুর) ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001716,1710,38,331
Khaskara Union Sub Center,খাসকারা ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001717,1711,38,331
Munsigonj(hardi) Union Sub Center,মুন্সীগঞ্জ (হার্দি) ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001718,1712,38,331
Chandrahas Union Sub Center,চন্দ্রহাস ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001725,1719,38,333
Jahogpata(damurhuda) Union Sub Center,জহগপাতা (ডামুরহুদা) ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001726,1720,38,333
Joyrampur Union Sub Center,জয়রামপুর ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001727,1721,38,333
