Id,Name,Name (Bangla),Code,Email,Agency,Type,Division,,District,,City Corporation,,Upazila,,Paurasava,Union,Private
444,Narsingdi Sadar Union Health Sub Center,নরসিংদী সদর  ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000449,narsingdisadar@uhfpo.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Narsingdi,,Narsingdi N/A,,Narsingdi Sadar,,Narsingdi Paurashava,Urban Ward No-01 (narsingdi),No
448,Narsingdi 100 Bed Zilla Hospital,"১০০ শয‌‌্যা বিশিষ্ট জেলা হাসপাতাল, নরসিংদী",10000453,n100b@hospi.dghs.gov.bd,DGHS,General Hospital (Non District Hospital),Dhaka,,Narsingdi,,Narsingdi N/A,,Narsingdi Sadar,,Unions Of Narsingdi Sadar Upazila,Chinishpur,No
451,Palash Upazila Health Complex,পলাশ উপজেলা স্বাস্থ্য কমপ্লেক্স,10000456,palash@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Narsingdi,,Narsingdi N/A,,Palash,,Ghorashal Paurashava,Urban Ward No-01,No
449,Charsindur Union Health Sub Center,চরসিন্দুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000454,charsindur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Narsingdi,,Narsingdi N/A,,Palash,,Unions Of Palash Upazila,Char Sindur,No
450,Ghorasal Union Health Sub Center,ঘোড়াশাল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000455,ghorasal@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Narsingdi,,Narsingdi N/A,,Palash,,Unions Of Palash Upazila,Char Sindur,No
453,Raipura Upazila Health Complex,রায়পুরা উপজেলা স্বাস্থ্য কমপ্লেক্স,10000458,raipura@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Narsingdi,,Narsingdi N/A,,Roypura,,Roypura Paurashava,Urban Ward No-09,No
452,Maddya Nagar(paratali) Union Health Sub Center,মধ্যনগর(পাড়াতলী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000457,maddyanagar_paratali@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Narsingdi,,Narsingdi N/A,,Roypura,,Unions Of Roypura Upazila,Palashtali,No
454,Raipura Union Health Sub Center,রায়পুরা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000459,raipura@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Narsingdi,,Narsingdi N/A,,Roypura,,Unions Of Roypura Upazila,Daukar Char,No
456,Shibpur Upazila Health Complex,শিবপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000461,shibpur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Narsingdi,,Narsingdi N/A,,Shibpur,,,,No
455,Kumardi Union Health Sub Center,কুমারদি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000460,kumardi@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Narsingdi,,Narsingdi N/A,,Shibpur,,Unions Of Shibpur Upazila,Putia,No
457,Putia(saidnagar) Union Health Sub Center,পুটিয়া(সৈয়দনগর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000462,putia_saidnagar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Narsingdi,,Narsingdi N/A,,Shibpur,,Unions Of Shibpur Upazila,Putia,No
458,Shibpur Union Health Sub Center,শিবপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000463,shibpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Narsingdi,,Narsingdi N/A,,Shibpur,,Unions Of Shibpur Upazila,Chak Radha,No
500,Baliakandi Upazila Health Complex,বালিয়াকান্দি উপজেলা স্বাস্থ্য কমপ্লেক্স,10000505,baliakandi@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Rajbari,,Rajbari N/A,,Baliakandi,,Unions Of Baliakandi Upazila,,No
24059,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) NAWABPUR, BALIAKANDI, RAJBARI",নবাবপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10024471,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Baliakandi,,Unions Of Baliakandi Upazila,Nawabpur,No
24064,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) NARUA, BALIAKANDI, RAJBARI",নারুয়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10024476,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Baliakandi,,Unions Of Baliakandi Upazila,Narua,No
24066,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) JANGAL , BALIAKANDI, RAJBARI",জঙ্গল ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10024478,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Baliakandi,,Unions Of Baliakandi Upazila,Jangal,No
501,Rajdhapur(islampur) Union Health Sub Center,রাজধপুর(ইসলামপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000506,rajdhapur_islampur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Baliakandi,,Unions Of Baliakandi Upazila,Islampur,No
503,Goalanda Upazila Health Complex,গোয়ালন্দ উপজেলা স্বাস্থ্য কমপ্লেক্স,10000508,goalunda@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Rajbari,,Rajbari N/A,,Goalanda,,,,No
504,Pachim Bagbari Uh&fwc,পশ্চিমবাগবাড়ী ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000509,pachimbagbari@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Goalanda,,,,No
24027,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) DAULATDIA, GOALANDA, RAJBARI",দৌলতদিয়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10024439,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Goalanda,,Unions Of Goalanda Upazila,Daulatdia,No
24032,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) CHOTOVACLA, GOALANDA, RAJBARI",ছোটভাকলা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10024444,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Goalanda,,Unions Of Goalanda Upazila,Chhota Bhakla,No
506,Kalukhali Upazila Health Complex,কালুখালী উপজেলা স্বাস্থ্য কমপ্লেক্স,10000511,kalukhale@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Rajbari,,Rajbari N/A,,Kalukhali,,Unions Of Kalukhali Upazila,,No
513,Pangsha Upazila Health Complex,পাংশা উপজেলা স্বাস্থ্য কমপ্লেক্স,10000518,pangsha@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Rajbari,,Rajbari N/A,,Pangsha,,Pangsha Paurashava,Urban Ward No-04,No
507,Charsajuria(kalimohar) Union Health Sub Center,চরসাজুরিয়া(কলিমোহর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000512,charsajuria_kalimohar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Pangsha,,Unions Of Pangsha Upazila,Kalimahar,No
508,Habashpur Union Health Sub Center,হাবাসপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000513,habashpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Pangsha,,Unions Of Pangsha Upazila,Habaspur,No
509,Joshai Union Health Sub Center,যশাই ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000514,joshai@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Pangsha,,Unions Of Pangsha Upazila,Jashai,No
510,Kashbamazail Union Health Sub Center,কশবামাজাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000515,kashbamazail@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Pangsha,,Unions Of Pangsha Upazila,Kasba Majhail,No
514,Patta Union Health Sub Center,পাট্টা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000519,patta@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Pangsha,,Unions Of Pangsha Upazila,Patta,No
516,Sengram(bahadurpur) Union Health Sub Center,সেনগ্রাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000521,sengram_bahadurpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Pangsha,,Unions Of Pangsha Upazila,Bahadurpur,No
531,Rajbari District Hospital,"জেলা সদর হাসপাতাল,  রাজবাড়ী।",10000536,rajbari@hospi.dghs.gov.bd,DGHS,District/General Hospital,Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Rajbari Paurashava,Urban Ward No-05,No
518,Barat Uh&fwc,বরাট ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000523,barat@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,,,No
524,Khankhanapur Uh&fwc,খানকানাপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000529,khankhanapur@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,,,No
529,Udaypur Uh&fwc,উদয়পুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000534,udaypur@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,,,No
24036,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) SHAHID WAHABPUR, RAJBARI ADAR, RAJBARI",শহীদ ওহাবপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10024448,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Shahid Wahabpur,No
24037,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) RAMKANTOPUR, RAJBARI SADAR, RAJBARI",রামকান্তপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10024449,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Ramkantapur,No
24038,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) CHANDANI, RAJBARI SADAR, RAJBARI",চন্দনী ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10024450,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Chandani,No
24039,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) KHANGANJ, RAJBARI SADAR, RAJBARI",খানগঞ্জ ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10024451,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Khanganj,No
517,Banibaha Union Health Sub Center,বানিবহ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000522,banibaha@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Banibaha,No
519,Barat A Union Health Sub Center,বরাট-এ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000524,barata@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Barat,No
520,Barat B Union Health Sub Center,বরাট বি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000525,baratb@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Barat,No
521,Bashantapur Union Health Sub Center,বসন্তপুর  উপ-স্বাস্থ্য কেন্দ্র,10000526,bashantapur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Basantapur,No
522,Chondoni Union Health Sub Center,চন্দনি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000527,chondoni@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Chandani,No
523,Khangonj Union Health Sub Center,খানগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000528,khangonj@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Khanganj,No
525,Mukandia(panchuria) Union Health Sub Center,মুকন্দিয়া(পাঁচুরিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000530,mukandia_panchuria@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Panchuria,No
526,Mulghar Union Health Sub Center,মূলঘর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000531,mulghar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Mulghar,No
528,Shyamnagar(sultanpur) Union Health Sub Center,শ্যামনগর(সুলতানপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000533,shyamnagar_sultanpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Rajbari,,Rajbari N/A,,Rajbari Sadar,,Unions Of Rajbari Sadar Upazila,Sultanpur,No
24139,Tarabunia 20 bed Hospital,তারাবুনিয়া ২০ শয্যা বিশিষ্ট হাসপাতাল,10024551,shibchar@uhfpo.dghs.gov.bd,DGHS,20-bed Hospital,Dhaka,,Shariatpur,,Shariatpur N/A,,Bhedarganj,,,,No
536,Bhedarganj Upazila Health Complex,ভেদরগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স,10000541,bhedarganj@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Shariatpur,,Shariatpur N/A,,Bhedarganj,,Bhedarganj Paurashava,,No
532,Gazipur Union Health Sub Center,গাজিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000537,gazipur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Bhedarganj,,Unions Of Bhedarganj Upazila,Digar Mahishkhali,No
533,Kartickpur Union Health Sub Center,কার্তিকপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000538,kartickpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Bhedarganj,,Unions Of Bhedarganj Upazila,Rambhadrapur,No
534,Lakarta(chhaygaon) Union Health Sub Center,লাকার্তা(ছয়গাঁও) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000539,lakarta_chhaygaon@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Bhedarganj,,Unions Of Bhedarganj Upazila,Chhaygaon,No
535,Mahisar Union Health Sub Center,মহিসর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000540,mahisar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Bhedarganj,,Unions Of Bhedarganj Upazila,Mahisar,No
537,Sakhipur Union Health Sub Center,সখিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000542,sakhipur_bhedarganj@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Bhedarganj,,Unions Of Bhedarganj Upazila,Sakhipur,No
539,Damudya Upazila Health Complex,ডামুড্যা উপজেলা স্বাস্থ্য কমপ্লেক্স,10000544,damudiya@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Shariatpur,,Shariatpur N/A,,Damudya,,Damudya Paurashava,Urban Ward No-01,No
538,Kaneswar Union Health Sub Center,"কনেশ্বর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র, ডামুড্যা, শরীয়তপুর",10000543,kaneswar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Damudya,,Unions Of Damudya Upazila,Kaneshwar,No
542,Kodalpur 20 bed Hospital,কোদালপুর ২০ শয্যা বিশিষ্ট হাসপাতাল,10000547,kodalpur20bed@hospi.dghs.gov.bd,DGHS,20-bed Hospital,Dhaka,,Shariatpur,,Shariatpur N/A,,Gosairhat,,,,No
541,Goshairhat Upazila Health Complex,গোসাইরহাট উপজেলা স্বাস্থ্য কমপ্লেক্স,10000546,gosairhat@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Shariatpur,,Shariatpur N/A,,Gosairhat,,Unions Of Gosairhat Upazila,Idilpur,No
540,Haturia Union Health Sub Center,হাটুরিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000545,haturia@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Gosairhat,,Unions Of Gosairhat Upazila,Nalmuri,No
546,Naria Upazila Health Complex,নড়িয়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10000551,naria@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Shariatpur,,Shariatpur N/A,,Naria,,Unions Of Naria Upazila,Kedarpur,No
543,Bhogeswar Union Health Sub Center,ভোসেশ্বর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000548,bhogeswar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Naria,,Unions Of Naria Upazila,Bhojeshwar,No
544,Naria Union Health Sub Center,নড়িয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000549,naria@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Naria,,Unions Of Naria Upazila,Japsa,No
545,Nasason Union Health Sub Center,নসাসন ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000550,nasason@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Naria,,Unions Of Naria Upazila,Nasasan,No
547,Panditsar Union Health Sub Center,পন্ডিৎসর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000552,panditsar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Naria,,Unions Of Naria Upazila,Dinga Manik,No
554,Shariatpur District Hospital,শরীযতপুর জেলা হাসপাতাল,10000559,shariatpur@hospi.dghs.gov.bd,DGHS,District/General Hospital,Dhaka,,Shariatpur,,Shariatpur N/A,,Shariatpur Sadar,,Shariatpur Paurashava,Urban Ward No-04,No
548,Angaria Union Health Sub Center,আঙ্গারিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000553,angaria@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Shariatpur Sadar,,Unions Of Shariatpur Sadar Upazila,Angaria,No
549,Chikonda Union Health Sub Center,চিকন্দা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000554,chikonda@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Shariatpur Sadar,,Unions Of Shariatpur Sadar Upazila,Chikandi,No
550,Domshar Union Health Sub Center,ডোমসার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000555,domshar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Shariatpur Sadar,,Unions Of Shariatpur Sadar Upazila,Palong,No
552,Palong Union Health Sub Center,পালং ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000557,palong@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Shariatpur Sadar,,Unions Of Shariatpur Sadar Upazila,Palong,No
558,Zanjira Upazila Health Complex,জাজিরা উপজেলা স্বাস্থ্য কমপ্লেক্স,10000563,zajira@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Shariatpur,,Shariatpur N/A,,Zanjira,,Zanjira Paurashava,,No
555,Bara Krishnagar Union Health Sub Center,বড় কৃষ্ণনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000560,barakrishnagar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Zanjira,,Unions Of Zanjira Upazila,Bara Krishnagar,No
556,Bilaspur Union Health Sub Center,বিলাসপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000561,bilaspur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Zanjira,,Unions Of Zanjira Upazila,Bilaspur,No
557,Lawkhola(mulna) Union Health Sub Center,লাউখোলা(মুলনা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000562,lawkhola_mulna@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Shariatpur,,Shariatpur N/A,,Zanjira,,Unions Of Zanjira Upazila,Mulna,No
576,Basail Upazila Health Complex,বাসাইল উপজেলা স্বাস্থ্য কমপ্লেক্স,10000581,bashail@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Basail,,,,No
575,Moytha(fulki) Union Health Sub Center,ময়থা(ফুলকি) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000580,moytha_fulki@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Basail,,Unions Of Basail Upazila,Fulki,No
13018,Basail Union Health Sub Center,বাসাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10013118,basail@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Basail,,Unions Of Basail Upazila,Basail,No
581,Bhuapur Upazila Health Complex,ভূঞাপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000586,bhuapur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Bhuapur,,Bhuapur Paurashava,Urban Ward No-09,No
577,Arjuna Union Health Sub Center,অরজুনা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000582,arjuna@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Bhuapur,,Unions Of Bhuapur Upazila,Arjuna,No
578,Bhuapur(bamanhata) Union Health Sub Center,ভুয়াপুর(বামনহাটা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000583,bhuapur_bamanhata@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Bhuapur,,Unions Of Bhuapur Upazila,Falda,No
579,Gobindashi Union Health Sub Center,গোবিন্দশি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000584,gobindashi@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Bhuapur,,Unions Of Bhuapur Upazila,Gobindasi,No
580,Nikrail Union Health Sub Center,নিকারাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000585,nikrail@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Bhuapur,,Unions Of Bhuapur Upazila,Nikrail,No
582,Shialkol(alowa) Union Health Sub Center,সিয়ালকোল(আলোয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000587,shialkol_alowa@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Bhuapur,,Unions Of Bhuapur Upazila,Aloa,No
586,Delduar Upazila Health Complex,দেলদুয়ার উপজেলা স্বাস্থ্য কমপ্লেক্স,10000591,delduar@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Delduar,,Unions Of Delduar Upazila,Delduar,No
583,Delduar Union Health Sub Center,দেলদোয়ার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000588,delduar@uhfpo.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Delduar,,Unions Of Delduar Upazila,Delduar,No
584,Dewjan(pathrail) Union Health Sub Center,দেওজান (পাথরাইল) উপ-স্বাস্থ্য কেন্দ্র,10000589,dewjan_pathrail@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Delduar,,Unions Of Delduar Upazila,Pathrail,No
585,Lawhati Union Health Sub Center,লাউহাটি উপ-স্বাস্থ্য কেন্দ্র,10000590,lawhati@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Delduar,,Unions Of Delduar Upazila,Lauhati,No
590,Dhanbari Upazila Health Complex,ধনবাড়ী উপজেলা স্বাস্থ্য কমপ্লেক্স,10000595,dhanbari@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Dhanbari,,,,No
588,Jamsherpur (bhaighat) Uh&fwc,জমশেরপুর (ভাইঘাট) ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000593,jamsherpur_bhaighat@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Tangail,,Tangail N/A,,Dhanbari,,Unions Of Dhanbari Upazila,Dhopakhali,No
587,Dhanbari Union Health Sub Center,ধনবাড়ী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000592,dhanbari@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Dhanbari,,Dhanbari Paurasava,Urban Ward No-01,No
