Facility_ID,Name_EN,Name_Bn,Code,Email,Agency,Facility_Type_ID,Facility_Type,Division_ID,Division_En,Division_Bn,District_ID,District_EN,District_Bn,Upazila_ID,Upazila_En,Upazila_Bn,City Corporation,City Corporation Bn,Paurasava_En,Union_En
305,Baira Union Health Sub Center,বয়ড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000310,baira@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,8,Manikganj,মানিকগঞ্জ,253,Singair,সিঙ্গায়ার,Manikganj N/A,মানিকগঞ্জ এন/এ,Unions Of Singair Upazila,Boyra
306,Baldhara Union Health Sub Center,বলধরা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000311,baldhara@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,8,Manikganj,মানিকগঞ্জ,253,Singair,সিঙ্গায়ার,Manikganj N/A,মানিকগঞ্জ এন/এ,Unions Of Singair Upazila,Baldhara
308,Singair Union Health Sub Center,সিংগাইর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000313,singair@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,8,Manikganj,মানিকগঞ্জ,253,Singair,সিঙ্গায়ার,Manikganj N/A,মানিকগঞ্জ এন/এ,Unions Of Singair Upazila,Talibpur
312,Gazaria Upazila Health Complex,গজারিয়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10000317,gazaria@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,254,Gazaria,গাজারিয়া,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Gazaria Upazila,Bhaber Char
309,Bhaberchar Union Health Sub Center,ভবের চর  ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000314,bhaberchar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,254,Gazaria,গাজারিয়া,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Gazaria Upazila,Bhaber Char
310,Gazaria Union Health Sub Center,গজারিয়া  ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000315,gazaria@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,254,Gazaria,গাজারিয়া,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Gazaria Upazila,Gazaria
311,Hossaindi Union Health Sub Center,হোসেন্দি  ইউনিয়ন  উপ-স্বাস্থ্য  কেন্দ্র,10000316,hossaindi@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,254,Gazaria,গাজারিয়া,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Gazaria Upazila,Hossaindi
313,Rasulpur Union Health Sub Center,রসুলপুর ইউনিয়ন  উপ-স্বাস্থ্য কেন্দ্র,10000318,rasulpur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,254,Gazaria,গাজারিয়া,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Gazaria Upazila,Imampur
318,Lauhajang Upazila Health Complex,"লৌহজং উপজেলা স্বাস্থ্য কমপ্লেক্স,",10000323,lauhajang@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,255,Lohajang,লোহাজাং,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Lohajang Upazila,Bejgaon
314,Dugachi(kumarbhog) Union Health Sub Center,দোগাছি (কুমারভোগ) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000319,dugachi_kumarbhog@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,255,Lohajang,লোহাজাং,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Lohajang Upazila,Medini Mandal
315,Haldia Union Health Sub Center,"হলদিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,লৌহজং",10000320,haldia@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,255,Lohajang,লোহাজাং,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Lohajang Upazila,Haldia
316,Kanakshar Union Health Sub Center,কনকসার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000321,kanakshar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,255,Lohajang,লোহাজাং,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Lohajang Upazila,Kanaksar
317,Kazirpagla Union Health Sub Center,"কাজিরপাগলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র, লৌহজং",10000322,kazirpagla@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,255,Lohajang,লোহাজাং,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Lohajang Upazila,Medini Mandal
323,Munshiganj 250 bed District Hospital,মুন্সীগঞ্জ ২৫০ বেড জেলা হাসপাতাল,10000328,munshiganj@hospi.dghs.gov.bd,DGHS,28,District/General Hospital,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Munshiganj Paurashava,Urban Ward No-02
23833,"Union Health & Family Wellfare Centre (UH & FWC) , Panchasar , Sadar , Munshiganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , পঞ্চসার , সদর , মুন্সিগঞ্জ ।",10024245,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Munshiganj Sadar Upazila,Panchasar
23834,"Union Health & Family Wellfare Centre 9 UH & FWC) , Mirkadim , Sadar , Munshiganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র ,মিরকাদিম  , সদর , মুন্সিগঞ্জ ।",10024246,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Mirkadim Paurashava,Urban Ward No-02
23835,"Union Health & Family Wellfare Centre ( UH & FWC) , Rampal , Sadar , Munshiganj.","ইউনিয়ন স্বাস্ত্য ও পরিবার কল্যাণ কেন্দ্র , রামপাল , সদর , মুন্সিগঞ্জ।",10024247,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Munshiganj Sadar Upazila,Rampal
23836,"Union Health & Family Wellfare Centre 9 UH & FWC) , Bajrajogini , sadar , Munshiganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , বজ্রযোগিনী , সদর , মুন্সিগঞ্জ ।",10024248,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Munshiganj Sadar Upazila,Bajra Jogini
23894,"Union Health & family Wellfare Centre (UH & FWC) , Mohakali , Sadar, Munshiganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , মহাকালি , সদর , মুন্সিগঞ্জ।",10024306,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Munshiganj Sadar Upazila,Mahakali
23895,"Union Health & Family Wellfare Centre ( UH & FWC) , Charkewar , sadar , Munshiganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , চরকেওয়ার , সদর , মুন্সিগঞ্জ ।",10024307,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Munshiganj Sadar Upazila,Char Kewar
23896,"Union Health & Family Wellfare Centre ( UH & FWC ) , Mollakandi , Sadar , Minshiganj.","ইউনিয়ন স্বাস্ত্য ও পরিবার কল্যাণ কেন্দ্র , মোল্লাকান্দি , সদর , মুন্সিগঞ্জ ।",10024308,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Munshiganj Sadar Upazila,Mollahkandi
23909,"Union Health & Family Wellfare Centre ( UH & FWC) , Adhara , Sadar , Munshiganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , অাধারা , সদর , মুন্সিগঞ্জ ।",10024321,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Munshiganj Sadar Upazila,Adhara
23922,"Union Health & Family Wellfare Centre (UH & FWC) , BanglaBazar , Sadar , Munshiganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , বাংলাবাজার , সদর , মুন্সিগঞ্জ।",10024334,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Munshiganj Sadar Upazila,Bangla Bazar
319,Bajrajogini Union Health Sub Center,বজ্রযোগিনী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000324,bajrajogini@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Munshiganj Sadar Upazila,Bajra Jogini
320,Char Dumoria Union Health Sub Center,চরডুমুরিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000325,chardumoria@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Munshiganj Sadar Upazila,Mollahkandi
324,Munshiganj Chest Disease Clinic,মুন্সিগঞ্জ বক্ষব্যাধি ক্লিনিক,10000329,munshiganj@tc.dghs.gov.bd,DGHS,56,Chest Disease Clinic,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,256,Munshiganj Sadar,মুন্সীগঞ্জ সদর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Munshiganj Paurashava,
328,Serajdikhan Upazila Health Complex,"সিরাজদিখান উপজেলা স্বাস্থ্য কমপ্লেক্স, সিরাজদিখান, মুন্সীগঞ্জ",10000333,serajdikhan@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Ichhapur
24005,"Union Health & Family Wellfare Centre (UH & FWC) , Chitrokut , Sirajdikhan , MUnshigonj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , চিরকুট , সিরাজদিখান , মুন্সিগঞ্জ।",10024417,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Chitrakot
24006,"Unionn Health & Family Wellfare Centre (UH & FWC) , Sekhornagar , Sirajdikhan , Munshigonj.","ইউনিয়ন স্বস্থ্য ও পরিবার কল্যাণ কেন্দ্র , শেখরনগর , সিরাজদিখান , মুন্সিগঞ্জ ।",10024418,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Sekharnagar
24008,"Union Health & Family Wellfare Centre (UH & FWC) , Rajanagar , Sirajdikhan , Munshigonj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , রাজানগর , সিরাজদিখাস , মুন্সিগঞ্জ ।",10024420,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Rajanagar
24009,"Union Health & Family Wellfare Centre (UH &FWC) , Keyain , Sirajdikhan , Munshigonj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , কেয়াইন , সিরাজদিখান , মুন্সিগঞ্জ ।",10024421,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Kayain
24010,"Union Health & Family wellfare Centre (UH &FWC) , Basail , Sirajdikhan , Munshigonj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , বাসাইল , সিরাজদিখান , মুন্সিগঞ্জ।",10024422,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Basail
24011,"Union Health & Family Wellfare Centre (UH & FWC) , Latabdi , Sirajdikhan , Munshigobj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , লতব্দী , ‍সিরাজদিখান , মুন্সিগঞ্জ।",10024423,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Latabdi
24013,"Union Health & Family Wellfare Centre (UH & FWC) , Baluchar , Sirajdikhan , Munshigonj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , বালুচর , সিরাজদিখান , মুন্সিগঞ্জ।",10024425,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Balur Char
24014,"Union Health & Family Wellfare Centre (UH & FWC) , Rasuniya , Serajdikhan , Munshigonj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কণ্যাণ কেন্দ্র ,  রশুনিয়া , সিরাজদিখান , মুন্সিগঞ্জ।",10024426,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Rasunia
24015,"Union Health & Family Wellfare Centre (UH & FWC) , Boyragadi , Serajdikhan , Munshigonj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , বয়রাগাদী , সিরাজদিখান , মুন্সিগঞ্জ।",10024427,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Bayaragadi
24016,"Union Health & Family Wellfare Centre (UH & FWC) , Malkhanagar ,Serajdikhan , Munshigonj.","ইউনিঢন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , মালখানগর , সিরাজদিখান , মুন্সিগহ্জ।",10024428,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Malkhanagar
24017,"Union Health & Family Wellfare Centre (UH & FWC) , Modhopara , Serajdikhan , Munshigonj.","ইউনিয়ন স্বাস্ত্য ও পরিাবর বল্যাণ কেন্দ্র , মধ্যপাড়া , সিরাজদিখান , মুন্সিগঞ্জ।",10024429,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Madhyapara
24018,"Union Health & Family Wellafare Centre (UH & FWC) , Joinsar , Serajdikhan , Munshigonj.","ইউনিয়ন স্বাস্থ্য ওপরিবার কল্যাণ কেন্দ্র , জৈনসার , সিরাজদিখান , মুন্সিগঞ্জ।",10024430,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Jainsar
24019,"Union Health & Family Wellfare Centre ( UH &FWC) , Kola , Serajdikhan , Munshigonj.","ইউনিয়ন স্বাস্থ্য ও পরিবারকল্যাণ কেন্দ্র , কোলা , সিরাজদিখান , মুন্সিগঞ্জ।",10024431,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Kola
24020,"Union Health & Family wellfare Centre (UH & FWC)  , MCH Unit , Serajdikhan , Munshigonj.","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , এম সি এইচ ইউনিট , সিরাজদিখান , মুন্সিগঞ্জ।",10024432,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Ichhapur
326,Kola Union Health Sub Center,কলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000331,kola@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Kola
327,Madhyapara Union Health Sub Center,মধ্যপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000332,madhyapara@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Madhyapara
329,Pauldia(bayragadi) Union Health Sub Center,পওলদিয়া (বেরাগাদি) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000334,pauldia_bayragadi@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Bayaragadi
330,Raja Nagar(2) Union Health Sub Center,রাজানগর (2) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000335,rajanagar_2@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Rajanagar
331,Raja Nagar(3) Union Health Sub Center,রাজানগর (3) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000336,rajanagar_3@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Rajanagar
332,Sekhar Nagar Union Health Sub Center,সেখরনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000337,sekharnagar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Sekharnagar
333,Serajdikhan(rasunia) Union Health Sub Center,সিরাজদিখান (রসুনিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000338,serajdikhan_rasunia@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,257,Serajdikhan,সেরাজদিখান,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Serajdikhan Upazila,Rasunia
25157,Munshiganj Institute of Health Technology,মুন্সিগঞ্জ ইনস্টিটিউট অব হেলথ টেকনোলজি,10025569,,DGHS,15,Institute of Health Technology,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,258,Sreenagar,শ্রীনগর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,,
336,Sreenagar Upazila Health Complex,শ্রীনগর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000341,sreenagar@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,258,Sreenagar,শ্রীনগর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Sreenagar Upazila,Sholaghar
334,Bhagyakul Union Health Sub Center,ভাগ্যকুল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000339,bhagyakul@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,258,Sreenagar,শ্রীনগর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Sreenagar Upazila,Bhagyakul
335,Hasara Union Health Sub Center,হাঁসাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000340,hasara@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,258,Sreenagar,শ্রীনগর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Sreenagar Upazila,Hasara
337,Sreenagar Union Health Sub Center,শ্রীনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000342,sreenagar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,258,Sreenagar,শ্রীনগর,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Sreenagar Upazila,Sreenagar
342,Tungibari Upazila Health Complex,টুংগীবাড়ী উপজেলা স্বাস্থ্য কমপ্লেক্স,10000347,tangibari@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,259,Tongibari,টঙ্গিবাড়ি,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Tongibari Upazila,Sonarang Tongibari
23925,"Union Health & Family wellfare Centre (UH & FWC) , Betka , Tongibari , Munshiganj.","ইউনিয়ন স্বাস্ত্য ও পরিবার কল্যাণ কেন্দ্র , বেতকা , টংগীবাড়ি , মুন্সিগঞ্জ ।",10024337,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,259,Tongibari,টঙ্গিবাড়ি,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Tongibari Upazila,Betka
23933,"Union Health & Family Wellfare Centre ( UH & FWC) , Abdullapur , Tongibari , Munshigonj.","ইউনিয়ন  স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , আবদুল্লাপুর , টংগীবাড়ি , মুন্সিগঞ্জ।",10024345,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,259,Tongibari,টঙ্গিবাড়ি,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Tongibari Upazila,Abdullahpur
23934,"Union Health & Family Wellfare Centre (UH & FWC) , Autshahi , Tongibari , Munshigonj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , আউটশাহী , মুন্সিগঞ্জ।",10024346,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,259,Tongibari,টঙ্গিবাড়ি,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Tongibari Upazila,Autshahi
23935,"Union Health & Family wellfare Centre (UH & FWC) , Dhipur , Tongibari , Munshigonj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , ধীপুর , টংগীবাড়ি , মুন্সিগঞ্জ।",10024347,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),1,Dhaka,ঢাকা,9,Munshiganj,মুন্সীগঞ্জ,259,Tongibari,টঙ্গিবাড়ি,Munshiganj N/A,মুন্সীগঞ্জ এন/এ,Unions Of Tongibari Upazila,Dhipur
