Id,Division Bn,District Bn,Upazila Bn,Name (Bangla)
406,ঢাকা,নারায়ণগঞ্জ,আরাইহাজার,ব্রাম্মন্দি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
407,ঢাকা,নারায়ণগঞ্জ,আরাইহাজার,চৈতনকান্দা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
408,ঢাকা,নারায়ণগঞ্জ,আরাইহাজার,হাইজাদি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
409,ঢাকা,নারায়ণগঞ্জ,আরাইহাজার,কালাপাহাড়িয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
413,ঢাকা,নারায়ণগঞ্জ,আরাইহাজার,সাতগ্রাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
425,ঢাকা,নারায়ণগঞ্জ,রূপগঞ্জ,রুপগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স
23973,ঢাকা,নারায়ণগঞ্জ,রূপগঞ্জ,কায়েতপাড়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23974,ঢাকা,নারায়ণগঞ্জ,রূপগঞ্জ,তারাবো ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23975,ঢাকা,নারায়ণগঞ্জ,রূপগঞ্জ,কাঞ্চন ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23976,ঢাকা,নারায়ণগঞ্জ,রূপগঞ্জ,ভোলাব ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23978,ঢাকা,নারায়ণগঞ্জ,রূপগঞ্জ,গোলাকান্দাইল ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
424,ঢাকা,নারায়ণগঞ্জ,রূপগঞ্জ,ভুলতা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
430,ঢাকা,নারায়ণগঞ্জ,সোনারগাঁও,সোনারগাঁও উপজেলা স্বাস্থ্য কমপ্লেক্স
23948,ঢাকা,নারায়ণগঞ্জ,সোনারগাঁও,মোগরাপাড়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23954,ঢাকা,নারায়ণগঞ্জ,সোনারগাঁও,শম্ভুপুরা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23956,ঢাকা,নারায়ণগঞ্জ,সোনারগাঁও,বৈদ্যেরবাজার ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23958,ঢাকা,নারায়ণগঞ্জ,সোনারগাঁও,সাদীপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23969,ঢাকা,নারায়ণগঞ্জ,সোনারগাঁও,জামপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
427,ঢাকা,নারায়ণগঞ্জ,সোনারগাঁও,বারুদি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
428,ঢাকা,নারায়ণগঞ্জ,সোনারগাঁও,ভাট্টাপুর(আমিনপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
429,ঢাকা,নারায়ণগঞ্জ,সোনারগাঁও,হোসেনপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
431,ঢাকা,নরসিংদী,বেলাবো,বেলাব উপজেলা স্বাস্থ্য কমপ্লেক্স
23479,ঢাকা,নরসিংদী,বেলাবো,বাজনাব  ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23480,ঢাকা,নরসিংদী,বেলাবো,বাজনাব  ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23483,ঢাকা,নরসিংদী,বেলাবো,আমলাব ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23485,ঢাকা,নরসিংদী,বেলাবো,বিন্নাবাইদ  ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23493,ঢাকা,নরসিংদী,বেলাবো,পাটুলী ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23495,ঢাকা,নরসিংদী,বেলাবো,নারায়ণপুর  ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23497,ঢাকা,নরসিংদী,বেলাবো,সল্যাবাদ ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
432,ঢাকা,নরসিংদী,বেলাবো,পোড়াদিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
438,ঢাকা,নরসিংদী,মনোহরদী,মনোহরদী উপজেলা স্বাস্থ্য কমপ্লেক্স
23287,ঢাকা,নরসিংদী,মনোহরদী,লেবুতলা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23288,ঢাকা,নরসিংদী,মনোহরদী,চালাকচর ইউনিয়ন স্বাষ্থ্য ও পরিবার কল্যাণ কেন্দ্র
23453,ঢাকা,নরসিংদী,মনোহরদী,খিদিরপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23454,ঢাকা,নরসিংদী,মনোহরদী,চরমান্দালিয়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23456,ঢাকা,নরসিংদী,মনোহরদী,কাচিঁকাটা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23458,ঢাকা,নরসিংদী,মনোহরদী,শুকুন্দী ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23460,ঢাকা,নরসিংদী,মনোহরদী,একদুয়ারিয়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23476,ঢাকা,নরসিংদী,মনোহরদী,দৌলতপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
23477,ঢাকা,নরসিংদী,মনোহরদী,গোতাশিয়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
433,ঢাকা,নরসিংদী,মনোহরদী,বড়চাপা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
434,ঢাকা,নরসিংদী,মনোহরদী,গোতাশিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
435,ঢাকা,নরসিংদী,মনোহরদী,কাঁচিকাঁটা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
436,ঢাকা,নরসিংদী,মনোহরদী,লেবুতলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
437,ঢাকা,নরসিংদী,মনোহরদী,মনোহরদি(শুকুন্দি) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
447,ঢাকা,নরসিংদী,নরসিংদী সদর,নরসিংদী জেলা হাসপাতাল
439,ঢাকা,নরসিংদী,নরসিংদী সদর,"আলগী উপ-স্বাস্থ্য কেন্দ্র,সদর,নরসিংদী।"
440,ঢাকা,নরসিংদী,নরসিংদী সদর,আমদিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
441,ঢাকা,নরসিংদী,নরসিংদী সদর,ভগিরতপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
442,ঢাকা,নরসিংদী,নরসিংদী সদর,ভাটপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
443,ঢাকা,নরসিংদী,নরসিংদী সদর,করিমপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
444,ঢাকা,নরসিংদী,নরসিংদী সদর,নরসিংদী সদর  ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
448,ঢাকা,নরসিংদী,নরসিংদী সদর,"১০০ শয‌‌্যা বিশিষ্ট জেলা হাসপাতাল, নরসিংদী"
451,ঢাকা,নরসিংদী,পলাশ,পলাশ উপজেলা স্বাস্থ্য কমপ্লেক্স
449,ঢাকা,নরসিংদী,পলাশ,চরসিন্দুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
450,ঢাকা,নরসিংদী,পলাশ,ঘোড়াশাল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
453,ঢাকা,নরসিংদী,রায়পুরা,রায়পুরা উপজেলা স্বাস্থ্য কমপ্লেক্স
452,ঢাকা,নরসিংদী,রায়পুরা,মধ্যনগর(পাড়াতলী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
454,ঢাকা,নরসিংদী,রায়পুরা,রায়পুরা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
456,ঢাকা,নরসিংদী,শিবপুর,শিবপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
455,ঢাকা,নরসিংদী,শিবপুর,কুমারদি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
457,ঢাকা,নরসিংদী,শিবপুর,পুটিয়া(সৈয়দনগর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
458,ঢাকা,নরসিংদী,শিবপুর,শিবপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
500,ঢাকা,রাজবাড়ী,বালিয়াকান্দি,বালিয়াকান্দি উপজেলা স্বাস্থ্য কমপ্লেক্স
24059,ঢাকা,রাজবাড়ী,বালিয়াকান্দি,নবাবপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
24064,ঢাকা,রাজবাড়ী,বালিয়াকান্দি,নারুয়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
24066,ঢাকা,রাজবাড়ী,বালিয়াকান্দি,জঙ্গল ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
501,ঢাকা,রাজবাড়ী,বালিয়াকান্দি,রাজধপুর(ইসলামপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
503,ঢাকা,রাজবাড়ী,গোয়ালান্ডা,গোয়ালন্দ উপজেলা স্বাস্থ্য কমপ্লেক্স
504,ঢাকা,রাজবাড়ী,গোয়ালান্ডা,পশ্চিমবাগবাড়ী ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
24027,ঢাকা,রাজবাড়ী,গোয়ালান্ডা,দৌলতদিয়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
24032,ঢাকা,রাজবাড়ী,গোয়ালান্ডা,ছোটভাকলা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
506,ঢাকা,রাজবাড়ী,কালুখালি,কালুখালী উপজেলা স্বাস্থ্য কমপ্লেক্স
513,ঢাকা,রাজবাড়ী,পাংশা,পাংশা উপজেলা স্বাস্থ্য কমপ্লেক্স
507,ঢাকা,রাজবাড়ী,পাংশা,চরসাজুরিয়া(কলিমোহর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
508,ঢাকা,রাজবাড়ী,পাংশা,হাবাসপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
509,ঢাকা,রাজবাড়ী,পাংশা,যশাই ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
510,ঢাকা,রাজবাড়ী,পাংশা,কশবামাজাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
514,ঢাকা,রাজবাড়ী,পাংশা,পাট্টা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
516,ঢাকা,রাজবাড়ী,পাংশা,সেনগ্রাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
531,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,"জেলা সদর হাসপাতাল,  রাজবাড়ী।"
518,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,বরাট ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
524,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,খানকানাপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
529,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,উদয়পুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
24036,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,শহীদ ওহাবপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
24037,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,রামকান্তপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
24038,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,চন্দনী ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
24039,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,খানগঞ্জ ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
517,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,বানিবহ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
519,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,বরাট-এ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
520,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,বরাট বি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
521,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,বসন্তপুর  উপ-স্বাস্থ্য কেন্দ্র
522,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,চন্দনি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
523,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,খানগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
525,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,মুকন্দিয়া(পাঁচুরিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
526,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,মূলঘর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
528,ঢাকা,রাজবাড়ী,রাজবাড়ী সদর,শ্যামনগর(সুলতানপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
24139,ঢাকা,শরীয়তপুর,ভেদারগঞ্জ,তারাবুনিয়া ২০ শয্যা বিশিষ্ট হাসপাতাল
536,ঢাকা,শরীয়তপুর,ভেদারগঞ্জ,ভেদরগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স
532,ঢাকা,শরীয়তপুর,ভেদারগঞ্জ,গাজিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
533,ঢাকা,শরীয়তপুর,ভেদারগঞ্জ,কার্তিকপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
534,ঢাকা,শরীয়তপুর,ভেদারগঞ্জ,লাকার্তা(ছয়গাঁও) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
535,ঢাকা,শরীয়তপুর,ভেদারগঞ্জ,মহিসর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
537,ঢাকা,শরীয়তপুর,ভেদারগঞ্জ,সখিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
539,ঢাকা,শরীয়তপুর,দামুদ্য,ডামুড্যা উপজেলা স্বাস্থ্য কমপ্লেক্স
538,ঢাকা,শরীয়তপুর,দামুদ্য,"কনেশ্বর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র, ডামুড্যা, শরীয়তপুর"
542,ঢাকা,শরীয়তপুর,গোসাইরহাট,কোদালপুর ২০ শয্যা বিশিষ্ট হাসপাতাল
541,ঢাকা,শরীয়তপুর,গোসাইরহাট,গোসাইরহাট উপজেলা স্বাস্থ্য কমপ্লেক্স
540,ঢাকা,শরীয়তপুর,গোসাইরহাট,হাটুরিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
546,ঢাকা,শরীয়তপুর,নারিয়া,নড়িয়া উপজেলা স্বাস্থ্য কমপ্লেক্স
543,ঢাকা,শরীয়তপুর,নারিয়া,ভোসেশ্বর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
544,ঢাকা,শরীয়তপুর,নারিয়া,নড়িয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
545,ঢাকা,শরীয়তপুর,নারিয়া,নসাসন ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
547,ঢাকা,শরীয়তপুর,নারিয়া,পন্ডিৎসর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
554,ঢাকা,শরীয়তপুর,শরীয়তপুর সদর,শরীযতপুর জেলা হাসপাতাল
548,ঢাকা,শরীয়তপুর,শরীয়তপুর সদর,আঙ্গারিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
549,ঢাকা,শরীয়তপুর,শরীয়তপুর সদর,চিকন্দা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
550,ঢাকা,শরীয়তপুর,শরীয়তপুর সদর,ডোমসার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
552,ঢাকা,শরীয়তপুর,শরীয়তপুর সদর,পালং ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
558,ঢাকা,শরীয়তপুর,জানজিরা,জাজিরা উপজেলা স্বাস্থ্য কমপ্লেক্স
555,ঢাকা,শরীয়তপুর,জানজিরা,বড় কৃষ্ণনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
556,ঢাকা,শরীয়তপুর,জানজিরা,বিলাসপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
557,ঢাকা,শরীয়তপুর,জানজিরা,লাউখোলা(মুলনা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
576,ঢাকা,টাঙ্গাইল,বাসাইল,বাসাইল উপজেলা স্বাস্থ্য কমপ্লেক্স
575,ঢাকা,টাঙ্গাইল,বাসাইল,ময়থা(ফুলকি) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
13018,ঢাকা,টাঙ্গাইল,বাসাইল,বাসাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
581,ঢাকা,টাঙ্গাইল,ভূয়াপুর,ভূঞাপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
577,ঢাকা,টাঙ্গাইল,ভূয়াপুর,অরজুনা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
578,ঢাকা,টাঙ্গাইল,ভূয়াপুর,ভুয়াপুর(বামনহাটা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
579,ঢাকা,টাঙ্গাইল,ভূয়াপুর,গোবিন্দশি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
580,ঢাকা,টাঙ্গাইল,ভূয়াপুর,নিকারাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
582,ঢাকা,টাঙ্গাইল,ভূয়াপুর,সিয়ালকোল(আলোয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
586,ঢাকা,টাঙ্গাইল,ডেলডুয়ার,দেলদুয়ার উপজেলা স্বাস্থ্য কমপ্লেক্স
583,ঢাকা,টাঙ্গাইল,ডেলডুয়ার,দেলদোয়ার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
584,ঢাকা,টাঙ্গাইল,ডেলডুয়ার,দেওজান (পাথরাইল) উপ-স্বাস্থ্য কেন্দ্র
585,ঢাকা,টাঙ্গাইল,ডেলডুয়ার,লাউহাটি উপ-স্বাস্থ্য কেন্দ্র
590,ঢাকা,টাঙ্গাইল,ধনবাড়ী,ধনবাড়ী উপজেলা স্বাস্থ্য কমপ্লেক্স
588,ঢাকা,টাঙ্গাইল,ধনবাড়ী,জমশেরপুর (ভাইঘাট) ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
587,ঢাকা,টাঙ্গাইল,ধনবাড়ী,ধনবাড়ী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
589,ঢাকা,টাঙ্গাইল,ধনবাড়ী,কেন্দুয়াবাজার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
596,ঢাকা,টাঙ্গাইল,ঘাটাইল,ঘাটাইল উপজেলা স্বাস্থ্য কমপ্লেক্স
592,ঢাকা,টাঙ্গাইল,ঘাটাইল,আনেহোলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
593,ঢাকা,টাঙ্গাইল,ঘাটাইল,ব্রাক্ষ্মনশ্বশান ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
594,ঢাকা,টাঙ্গাইল,ঘাটাইল,দেওপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
595,ঢাকা,টাঙ্গাইল,ঘাটাইল,ধলাপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
597,ঢাকা,টাঙ্গাইল,ঘাটাইল,পাকুটিয়া(দেওলাবাড়ী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
598,ঢাকা,টাঙ্গাইল,ঘাটাইল,রঘুনাথপুর(রসুলপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
602,ঢাকা,টাঙ্গাইল,গোপালপুর,গোপালপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
599,ঢাকা,টাঙ্গাইল,গোপালপুর,হেমনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
600,ঢাকা,টাঙ্গাইল,গোপালপুর,ঝাওয়াইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
601,ঢাকা,টাঙ্গাইল,গোপালপুর,নগদাশিমুল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
608,ঢাকা,টাঙ্গাইল,কালিহাতী,কালিহাতী উপজেলা স্বাস্থ্য কমপ্লেক্স
603,ঢাকা,টাঙ্গাইল,কালিহাতী,বাঙড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
604,ঢাকা,টাঙ্গাইল,কালিহাতী,এলেঙ্গা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
605,ঢাকা,টাঙ্গাইল,কালিহাতী,কালিহাতি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
606,ঢাকা,টাঙ্গাইল,কালিহাতী,ককডহড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
607,ঢাকা,টাঙ্গাইল,কালিহাতী,নাগবাড়ী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
609,ঢাকা,টাঙ্গাইল,কালিহাতী,সাল্লা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
610,ঢাকা,টাঙ্গাইল,কালিহাতী,শহদেবপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
2221,ঢাকা,টাঙ্গাইল,কালিহাতী,দৌলতপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
624,ঢাকা,টাঙ্গাইল,মধুপুর,মধুপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
591,ঢাকা,টাঙ্গাইল,মধুপুর,পাইস্কা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
619,ঢাকা,টাঙ্গাইল,মধুপুর,গোলাবাড়ী (বানরগাছি) ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
620,ঢাকা,টাঙ্গাইল,মধুপুর,কুরালিয়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
622,ঢাকা,টাঙ্গাইল,মধুপুর,লাউফলা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
617,ঢাকা,টাঙ্গাইল,মধুপুর,আলোকদিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
618,ঢাকা,টাঙ্গাইল,মধুপুর,আমবাড়িয়া ইউনিয়ন ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
621,ঢাকা,টাঙ্গাইল,মধুপুর,কুড়ালিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
623,ঢাকা,টাঙ্গাইল,মধুপুর,মধুপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
614,ঢাকা,টাঙ্গাইল,মির্জাপুর,মির্জাপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
611,ঢাকা,টাঙ্গাইল,মির্জাপুর,আনাইতারা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
612,ঢাকা,টাঙ্গাইল,মির্জাপুর,ফতেপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
613,ঢাকা,টাঙ্গাইল,মির্জাপুর,গোলচরা(বহুরিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
615,ঢাকা,টাঙ্গাইল,মির্জাপুর,সাওয়ালীবাজার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
616,ঢাকা,টাঙ্গাইল,মির্জাপুর,জামুর্কি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
629,ঢাকা,টাঙ্গাইল,নাগরপুর,নাগরপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
625,ঢাকা,টাঙ্গাইল,নাগরপুর,ভাদ্রা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
626,ঢাকা,টাঙ্গাইল,নাগরপুর,গয়হাটা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
627,ঢাকা,টাঙ্গাইল,নাগরপুর,কাচপাই ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
628,ঢাকা,টাঙ্গাইল,নাগরপুর,কেদারপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
630,ঢাকা,টাঙ্গাইল,নাগরপুর,পাকুটিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
631,ঢাকা,টাঙ্গাইল,নাগরপুর,শাহাজানি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
635,ঢাকা,টাঙ্গাইল,সখীপুর,সখীপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
632,ঢাকা,টাঙ্গাইল,সখীপুর,বাঘেরবাড়ী(কাকড়াজান) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
633,ঢাকা,টাঙ্গাইল,সখীপুর,বহেড়াতৈল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
634,ঢাকা,টাঙ্গাইল,সখীপুর,বড়চাওনা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
13042,ঢাকা,টাঙ্গাইল,সখীপুর,সখিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
642,ঢাকা,টাঙ্গাইল,টাঙ্গাইল সদর,টাঙ্গাইল ২৫০ শয্যা বিশিষ্ট জেলা হাসপাতাল
636,ঢাকা,টাঙ্গাইল,টাঙ্গাইল সদর,আনেহোলা(হুগরা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
637,ঢাকা,টাঙ্গাইল,টাঙ্গাইল সদর,বড়বাশালিয়া(মগড়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
638,ঢাকা,টাঙ্গাইল,টাঙ্গাইল সদর,ধরেরবাড়ী(বাগহিল) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
639,ঢাকা,টাঙ্গাইল,টাঙ্গাইল সদর,করাটিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
641,ঢাকা,টাঙ্গাইল,টাঙ্গাইল সদর,সন্তোষ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
646,ঢাকা,টাঙ্গাইল,টাঙ্গাইল সদর,টাঙ্গাইল বক্ষব্যাধি ক্লিনিক
18771,ঢাকা,টাঙ্গাইল,,টাঙ্গাইল মেডিকেল কলেজ
